Symbol,Name,Sector,Industry
036670,KCI,기타 화학제품 제조업,"폴리머,레진,계면활성제"
151860,KG ETS,폐기물 처리업,"집단에너지(스팀), 산화동, 폐기물 소각"
219550,MP한강,생활용품 도매업,기업인수합병
104200,NHN벅스,소프트웨어 개발 및 공급업,"디지털음원유통, 온라인음악서비스"
046140,SBS콘텐츠허브,"영화, 비디오물, 방송프로그램 제작 및 배급업","컨텐츠, 프로젝트"
178920,SKC코오롱PI,플라스틱제품 제조업,PI필름
052260,SK바이오랜드,기타 화학제품 제조업,"천연물질 추출물, 미생물 배양제품"
048550,SM C&C,"영화, 비디오물, 방송프로그램 제작 및 배급업","영상콘텐츠 제작 및 매니지먼트, 여행"
052300,W홀딩컴퍼니,기타 운송관련 서비스업,운송
053950,경남제약,의약품 제조업,PCB 드릴가공
024910,경창산업,자동차 신품 부품 제조업,"각종 케이블, 개폐랫치, 리저브탱크, 밴드류, 페달류, 오토트랜스미션부품, 시트용 단품"
049080,기가레인,특수 목적용 기계 제조업,RF통신부품 및 반도체 장비
121600,나노신소재,기타 화학제품 제조업,"인듐계 산화물 TCO Target, 반도체 CMP Slurry 등"
042420,네오위즈홀딩스,기타 금융업,지주사업
041140,넥슨지티,소프트웨어 개발 및 공급업,게임소프트웨어개발 공급
217270,넵튠,소프트웨어 개발 및 공급업,모바일게임
039560,다산네트웍스,통신 및 방송 장비 제조업,네트워크 통신장비
068240,다원시스,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","핵융합 전원장치, 플라즈마 전원장치, 태양광 CVD 전원장치, 산업용 특수정류기"
104040,대성파인텍,자동차 신품 부품 제조업,"자동차부품(시트,도어) 제조"
262830,대신밸런스제4호스팩,금융 지원 서비스업,기업인수 및 합병
005710,대원산업,자동차 신품 부품 제조업,자동차시트
290380,대유,"비료, 농약 및 살균, 살충제 제조업","4종복합비료, 농약"
054670,대한뉴팜,의약품 제조업,"동물약품, 인체약품, 유아용품"
206560,덱스터,"영화, 비디오물, 방송프로그램 제작 및 배급업","시각효과(Visual Effect, VFX)"
025950,동신건설,토목 건설업,토목
032960,동일기연,전자부품 제조업,EMI
073190,듀오백,가구 제조업,사무용 및 가정용 의자
109740,디에스케이,특수 목적용 기계 제조업,"FPD용 PCB Bonding System, In-line System, Linear Motion System 등"
127120,디엔에이링크,자연과학 및 공학 연구개발업,"유전체분석(EGIS), 개인유전체분석(DNAGPS)"
134580,디엠티,통신 및 방송 장비 제조업,셋톱박스
043360,디지아이,컴퓨터 및 주변장치 제조업,"잉크젯 플로터, 커팅 플로터"
068930,디지털대성,일반 교습 학원,대성N스쿨 (교육 프랜차이즈)
171010,램테크놀러지,기초 화학물질 제조업,"AMOLED 마스크 세정액, 반도체 식각액, 반도체 박리액"
090360,로보스타,특수 목적용 기계 제조업,"제조용 로봇, FPD 장비, IT부품 제조장비"
900260,로스웰,기타 금융업,"CAN Control Gateway, CAN기능모듈, BCM 차체제어모듈"
012700,리드코프,기타 전문 도매업,화공약품운반
277070,린드먼아시아,신탁업 및 집합투자업,"투자조합, PEF 결성 및 투자"
147760,마이크로프랜드,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체 검사용 프로브카드
086900,메디톡스,기초 의약물질 및 생물학적 제제 제조업,"의약품원료(A형,B형 보툴리늄독소 단백질치료제) 제조,연구,개발"
078160,메디포스트,기초 의약물질 및 생물학적 제제 제조업,제대혈은행
140410,메지온,자연과학 및 공학 연구개발업,"발기부전증치료제, 전립선비대증치료제"
100030,모바일리더,소프트웨어 개발 및 공급업,"Sync 솔루션, 멀티미디어 솔루션"
087260,모바일어플라이언스,소프트웨어 개발 및 공급업,"블랙박스, 내비게이션, HUD, ADAS"
064550,바이오니아,의료용품 및 기타 의약 관련제품 제조업,"합성유전자,시약및유전자분석장비"
043150,바텍,의료용 기기 제조업,"치과용디지털X-ray기기(파노라마,CT)"
225530,보광산업,기타 비금속광물 광업,"콘크리트용 부순골재, 아스콘, 레미콘"
014100,보령메디앙스,기타 화학제품 제조업,"누크, 비비생활용품, 비앙또마망, 지에닉, 닥터 아토피스"
014470,부방,기타 금융업,"수정진동자, 수정발진기, 전기보온밥솥 등"
064480,브리지텍,소프트웨어 개발 및 공급업,"컨택센터솔루션,BcN솔루션,ASP서비스사업"
200780,비씨월드제약,의약품 제조업,"마취통증약, 순환계약, 항생제, 기타처방약"
238200,비피도,기타 식품 제조업,프로바이오틱스 관련 완제품 및 균주 원말 등
073640,삼원테크,기타 금속 가공제품 제조업,유압용 관이음쇠
054090,삼진엘앤디,그외 기타 제품 제조업,"몰드프레임, TFT-LCD BLU"
024950,삼천리자전거,생활용품 도매업,자전거
017480,삼현철강,1차 철강 제조업,"후판,열연후판,산세판박,무늬강판,용단철강,형강외"
006730,서부T&D,상품 종합 도매업,석유류판매
079650,서산,"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관"
046890,서울반도체,반도체 제조업,"Display, Chip LED, Lamp"
140070,서플러스글로벌,기계장비 및 관련 물품 도매업,"반도체 제조용 장비, 유휴기계설비 도소매"
045300,성우테크론,전자부품 제조업,"리드프레임가공, 반도체 장비"
049180,셀루메드,기초 의약물질 및 생물학적 제제 제조업,"의료기기, 바이오시밀러 및 헬스케어사업"
268600,셀리버리,자연과학 및 공학 연구개발업,바이오의약품[iCP-Parkin(파킨슨병 치료제)]및 연구용 시약
108860,셀바스AI,소프트웨어 개발 및 공급업,"필기 인식, 전자 사전, 모바일 OCR 소프트웨어 등"
032680,소프트센,기계장비 및 관련 물품 도매업,전산기기 및 정보통신공사
035610,솔본,회사 본부 및 경영 컨설팅 서비스업,인터넷전화 서비스 및 00770 국제전화서비스
159910,스킨앤스킨,기타 화학제품 제조업,"화장품제조,OLED발광소재, OLED승화정제장비"
020710,시공테크,전문디자인업,"박물관, 전시관, 엑스포, 특수영상"
025320,시노펙스,전자부품 제조업,"방청지,방수지,필터"
215600,신라젠,자연과학 및 공학 연구개발업,펙사벡(바이러스 항암면역치료제)
065350,신성델타테크,가정용 기기 제조업,"세탁기, 자동차, 에어컨 및 LCD 부품"
056000,신스타임즈,소프트웨어 개발 및 공급업,모바일게임
222420,쎄노텍,기타 비금속 광물제품 제조업,세라믹 비드
099320,쎄트렉아이,"항공기,우주선 및 부품 제조업","소형인공위성,지상시스템"
049960,쎌바이오텍,기초 의약물질 및 생물학적 제제 제조업,유산균 원말 및 완제품
036010,아비코전자,전자부품 제조업,"전자저항기, 전자인덕터"
101390,아이엠,전자부품 제조업,DVD용광픽업등
078860,아이오케이,"영화, 비디오물, 방송프로그램 제작 및 배급업",LBS/Telematics솔루션및서비스
059120,아진엑스텍,반도체 제조업,"전자집적회로, 모션제어칩"
067160,아프리카TV,소프트웨어 개발 및 공급업,미디어플랫폼
041590,에너전트,전자부품 제조업,"에너지저장시스템, 액정표시장치"
030270,에스마크,방적 및 가공사 제조업,"면사,혼방사,코마사"
900080,에스앤씨엔진그룹,기타 금융업,"오토바이, 제초기, 자동차기어"
056190,에스에프에이,특수 목적용 기계 제조업,"반도체, Display 제조설비 및 공장자동화기기"
054630,에이디칩스,그외 기타 제품 제조업,비메모리 반도체칩
003800,에이스침대,가구 제조업,침대
072990,에이치시티,기타 과학기술 서비스업,기술검사서비스
083500,에프엔에스테크,특수 목적용 기계 제조업,"OLED, LCD 제조 공정 장비"
096870,엘디티,반도체 제조업,"OLED구동IC,LED구동IC,LCD구동IC"
123040,엠에스오토텍,자동차 신품 부품 제조업,자동차 차체 부품
067170,오텍,자동차 재제조 부품 제조업,"냉동 및 내장탑차, 앰블란스"
067900,와이엔텍,폐기물 처리업,"사업장폐기물중간및최종처리,전문건설,골재제조"
104830,원익머트리얼즈,기초 화학물질 제조업,"저메인가스,디실란,아산화질소,암모니아 등"
030530,원익홀딩스,기타 금융업,가스캐비닛
008370,원풍,플라스틱제품 제조업,플라스틱 필름
196700,웹스,합성고무 및 플라스틱 물질 제조업,"기능성 컴파운드, 건축외장자재"
069080,웹젠,소프트웨어 개발 및 공급업,3D 온라인게임 '뮤(MU)'
053580,웹케시,소프트웨어 개발 및 공급업,"에스이알피, 브랜치, 인하우스"
044340,위닉스,가정용 기기 제조업,일반목적용 기계제조업
900340,윙입푸드,기타 금융업,육가공 제품
036200,유니셈,특수 목적용 기계 제조업,반도체장비(DryGasScrubber)
264450,유비쿼스,통신 및 방송 장비 제조업,"스위치, FTTH"
078070,유비쿼스홀딩스,기타 금융업,"소프트웨어 개발,정보처리유선,무선통신기기,부품,컴퓨터 도소매,제조"
084370,유진테크,특수 목적용 기계 제조업,실리콘질화막증착용LP-CVD
179900,유티아이,전자부품 제조업,카메라 윈도우
039020,이건홀딩스,기타 금융업,창호
067920,이글루시큐리티,소프트웨어 개발 및 공급업,"통합보안관리솔루션, 보안관제서비스"
302430,이노메트리,특수 목적용 기계 제조업,엑스레이검사 장비
054210,이랜텍,전자부품 제조업,Battery Pack
036260,이매진아시아,"영화, 비디오물, 방송프로그램 제작 및 배급업",연예인 매니지먼트
088290,이원컴포텍,자동차 신품 부품 제조업,에어서스펜션 시트/일반고정형 시트/스프링서스펜션 시트
033230,인성정보,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",넷트워크 관련 장비 및 솔루션
049070,인탑스,통신 및 방송 장비 제조업,휴대전화기용부품
078940,일경산업개발,전기 및 통신 공사업,전기공사업
022220,정산애강,플라스틱제품 제조업,"PB파이프,PB연결구"
019570,제미니투자,신탁업 및 집합투자업,금융투자
026040,제이에스티나,귀금속 및 장신용품 제조업,"주얼리,가죽제품,손목시계"
058420,제이웨이,"영화, 비디오물, 방송프로그램 제작 및 배급업","VOD서비스, 대리운전프로그램"
089790,제이티,특수 목적용 기계 제조업,반도체장비(Burn-in Sorter 등)
101730,조이맥스,소프트웨어 개발 및 공급업,"실크로드 온라인, 로스트사가"
086060,진바이오텍,동물용 사료 및 조제식품 제조업,"펩소이젠(식물성단백질),바이오스타치(가공전분),나투포멘(친환경생균제),락토케어(항생제대체형미생물제제)등"
050110,캠시스,전자부품 제조업,"IN-LINE SYSTEM,CSP HANDLER,TRIM/FORM SYSTEM"
024880,케이피에프,기타 금속 가공제품 제조업,볼트류
052400,코나아이,소프트웨어 개발 및 공급업,"전자화폐, 단말기, 수집/정산시스템"
123410,코리아에프티,자동차 신품 부품 제조업,"캐니스터,플라스틱필러넥,의장부품"
182360,큐브엔터,오디오물 출판 및 원판 녹음업,"음반음원, 콘서트, 아티스트매니지먼트"
065130,탑엔지니어링,특수 목적용 기계 제조업,LCD Cell Line 자동화 장치
051360,토비스,영상 및 음향기기 제조업,Gaming모니터
117730,티로보틱스,특수 목적용 기계 제조업,"중대형 시스템, 중대형 로봇"
064760,티씨케이,기타 비금속 광물제품 제조업,반도체 제조공정용 고순도 흑연제품
246690,티에스인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자
130740,티피씨글로벌,자동차 신품 부품 제조업,"정밀인발강관, 정밀강관, Water pipe, Filler Neck 등"
046210,파나진,의료용품 및 기타 의약 관련제품 제조업,의료용품및 기타 의약관련 제품 제조업
034230,파라다이스,유원지 및 기타 오락관련 서비스업,카지노
208340,파멥신,의약품 제조업,항체치료제
140860,파크시스템스,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",연구용 및 산업용 원자현미경
038160,팍스넷,기타 정보 서비스업,"금융솔루션, 증권정보, 광고"
119500,포메탈,기타 금속 가공제품 제조업,"자동차,풍력,방위산업,산업기계,농기계등의 단조부품"
022100,포스코 ICT,"건축기술, 엔지니어링 및 관련 기술 서비스업","SI(System Integration), DVR(Digital Video Recorder)"
053610,프로텍,특수 목적용 기계 제조업,"Dispenser, Tray Feeder, 공압실린더"
237750,피앤씨테크,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",배전자동화단말장치
054340,피앤텔,통신 및 방송 장비 제조업,이동전화단말기 케이스
128660,피제이메탈,1차 비철금속 제조업,"탈산제, 조재제"
161580,필옵틱스,특수 목적용 기계 제조업,레이저응용장비 및 노광기
284620,하나금융11호스팩,금융 지원 서비스업,기업인수합병
039340,한국경제TV,텔레비전 방송업,"광고수입, 협찬수입"
291210,한국제7호스팩,금융 지원 서비스업,기업인수합병
023760,한국캐피탈,기타 금융업,리스수수료
222810,한류AI센터,소프트웨어 개발 및 공급업,보안솔루션 개발 외
221610,한솔씨앤피,기타 화학제품 제조업,모바일 코팅제(도료)
046110,한일네트웍스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",서비스ASP
016790,현대사료,동물용 사료 및 조제식품 제조업,"양계, 양돈 배합사료"
026180,현대정보기술,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",시스템통합(SI) 및 운영(SM)
086250,화신테크,특수 목적용 기계 제조업,자동차용프레스금형
145020,휴젤,기초 의약물질 및 생물학적 제제 제조업,"보툴리눔톡신, 필러"
241520,DSC인베스트먼트,신탁업 및 집합투자업,투자조합 결성 및 투자
254120,IBKS제5호스팩,금융 지원 서비스업,기업인수합병
264850,IBKS제6호스팩,금융 지원 서비스업,
276920,IBKS제7호스팩,금융 지원 서비스업,기업인수목적
036120,SCI평가정보,기타 사업지원 서비스업,"채권추심,신용평가,신용조회"
099220,SDN,기계장비 및 관련 물품 도매업,"태양광기자재 및 선박용엔진 도매, 태양광발전시스템 구축 및 설계"
307070,SK4호스팩,금융 지원 서비스업,기업인수합병
057500,SKC 솔믹스,전자부품 제조업,반도체용 파인세라믹제품
036490,SK머티리얼즈,기초 화학물질 제조업,"반도체 및 디스플레이용 특수가스(NF3, SiH4, WF6 등)"
079940,가비아,소프트웨어 개발 및 공급업,"도메인,호스팅"
039240,경남스틸,1차 철강 제조업,"냉연강판,아연도강판, 산세코일, 열연아연도금강판, 전기아연도금강판 등"
215000,골프존,소프트웨어 개발 및 공급업,골프시뮬레이터
121440,골프존뉴딘홀딩스,기타 금융업,골프시뮬레이터
267320,교보7호스팩,금융 지원 서비스업,기업인수 및 합병
204620,글로벌텍스프리,금융 지원 서비스업,환급창구운영사업
019660,글로본,상품 종합 도매업,벤처캐피탈
091970,나노캠텍,플라스틱제품 제조업,투명전도성관련제품
051490,나라엠앤디,특수 목적용 기계 제조업,"금형,사출 및 판금부품"
242040,나무기술,소프트웨어 개발 및 공급업,응용소프트웨어 개발 및 공급업
138610,나이벡,의료용품 및 기타 의약 관련제품 제조업,"치아미백제,치과용 골이식재"
007390,네이처셀,비알코올음료 및 얼음 제조업,잔치집식혜
033640,네패스,반도체 제조업,반도체및TFT-LCD용현상액
194700,노바렉스,기타 식품 제조업,건강기능식품 제조
144510,녹십자랩셀,"그외 기타 전문, 과학 및 기술 서비스업","세포치료제, 검체검사서비스, 제대혈은행"
036480,대성미생물,의약품 제조업,"동물용 의약품, 미생물제재"
303030,대신밸런스제5호스팩,금융 지원 서비스업,기업 인수 및 합병
108380,대양전기공업,선박 및 보트 건조업,"해상용 조명등기구, (함정용)전자시스템, 배전반류 등"
065690,대진디엠피,고무제품 제조업,"프린터 부품, LED 조명기기,및 헬스케어 제품 제조업체"
140520,대창스틸,1차 철강 제조업,"냉연강판, 이중바닥재"
131220,대한과학,기계장비 및 관련 물품 도매업,"의료, 정밀 및 연구실험기기 제조 및 유통"
090410,덕신하우징,"구조용 금속제품, 탱크 및 증기발생기 제조업",일체형 데크플레이트 등
067990,도이치모터스,자동차 판매업,"자동공구교환기,가공전용기"
005160,동국산업,1차 철강 제조업,"철강무역,강판제품제조"
086450,동국제약,의약품 제조업,"인사돌,복합마데카솔,파미레이"
005290,동진쎄미켐,기초 화학물질 제조업,"반도체,LCD용재료(감광제,봉지제),발포제"
090710,디에스티로봇,특수 목적용 기계 제조업,제조업용로봇및서비스로봇
131180,딜리,컴퓨터 및 주변장치 제조업,디지털 UV 프린터
171120,라이온켐텍,기타 화학제품 제조업,"합성왁스, 인조대리석"
069540,라이트론,통신 및 방송 장비 제조업,"광가입자용 광송수신모듈, CATV/이동통신용 광부품"
067730,로지시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","전산장비 판매 및 유지보수, VAN기기 대행관리"
082800,루미마이크로,반도체 제조업,백색발광다이오드(LED)
042500,링네트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",네트워크 구축(Network Integration)
100590,머큐리,통신 및 방송 장비 제조업,"AP 단말기, 광섬유 및 광케이블, 위성통신 전송장비"
215200,메가스터디교육,일반 교습 학원,"오프라인 학원, 온라인 강의"
241770,메카로,기타 화학제품 제조업,반도체용 전구체 및 히터블록
149940,모다,통신 및 방송 장비 제조업,무선 데이터 통신 단말기
006920,모헨즈,"시멘트, 석회, 플라스터 및 그 제품 제조업",레미콘
310200,미래에셋대우스팩2호,금융 지원 서비스업,기업인수합병
207760,미스터블루,기타 정보 서비스업,"온라인 만화 콘텐츠 서비스 및 제공, 만화 출판"
053030,바이넥스,의약품 제조업,"정장제, 소화제"
032980,바이온,음·식료품 및 담배 도매업,"배너,타포린,화장품,자동차부품"
148140,비디아이,일반 목적용 기계 제조업,"탈황설비, 전기집진기, 회처리 및 회정제설비"
083650,비에이치아이,일반 목적용 기계 제조업,"보일러,열교환기등"
143240,사람인에이치알,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","온라인 채용광고(취업포털), 인재파견, 취업지원 등"
082660,삼우엠스,통신 및 방송 장비 제조업,휴대폰케이스
027580,상보,전자부품 제조업,"광학필름,윈도우필름,미디어필름"
263810,상신전자,전자부품 제조업,"노이즈필터(48.81%), 코일(19.33%), 리액터(10.75%)"
042600,새로닉스,전자부품 제조업,"광학시트, FFC"
093920,서원인텍,통신 및 방송 장비 제조업,휴대폰용키패드및부자재
065710,서호전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",항만크레인 구동전기장치
043260,성호전자,전자부품 제조업,필름 콘덴서
024830,세원물산,자동차 신품 부품 제조업,라디에이터서포터
039310,세중,여행사 및 기타 여행보조 서비스업,나모웹에디터
068760,셀트리온제약,의약품 제조업,무선인터넷서비스및플랫폼
050960,수산아이앤티,소프트웨어 개발 및 공급업,"공유단말접속관리서비스, 보안솔루션 등"
253450,스튜디오드래곤,"영화, 비디오물, 방송프로그램 제작 및 배급업","드라마 제작, 판매"
017000,신원종합개발,건물 건설업,토건
160980,싸이맥스,특수 목적용 기계 제조업,"웨이퍼 이송장치(Cluster Tool, EFEM, LPM 등)"
264660,씨앤지하이테크,특수 목적용 기계 제조업,"약액혼합공급장치, 화학약품재생장치"
096530,씨젠,의료용품 및 기타 의약 관련제품 제조업,"호흡기성 병원체 검사제품, 성감염증원인균 검사제품"
067390,아스트,"항공기,우주선 및 부품 제조업",항공기용 부품 제조 및 동체 조립
154030,아시아종묘,작물 재배업,종자
227610,아우딘퓨쳐스,기타 화학제품 제조업,"기초화장품, 마스크팩 등"
052460,아이크래프트,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","인터넷핵심망(CCR,MCR,NAS등)"
061040,알에프텍,통신 및 방송 장비 제조업,"핸드폰 충전기, 핸즈프리"
123750,알톤스포츠,그외 기타 운송장비 제조업,"운송장비,부품,자전거외"
038680,에스넷,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","네트워크장비 설치 및 납품, 유지보수"
073070,에스모,자동차 신품 부품 제조업,자동차용 와이어링 하네스
065420,에스아이리소스,석탄 광업,자카드직물
041910,에스텍파마,의약품 제조업,원료의약품
043340,에쎈테크,일반 목적용 기계 제조업,LPG밸브
044780,에이치케이,특수 목적용 기계 제조업,레이저가공 절단기
214870,에치디프로,통신 및 방송 장비 제조업,CCTV 카메라
038110,에코플라스틱,자동차 신품 부품 제조업,BUMPER 및 자동차TRIM류
054940,엑사이엔씨,실내건축 및 건축마무리 공사업,고주파고압변성기(FBT : Flyback Transformer)
217820,엔에스,특수 목적용 기계 제조업,2차전지 자동화 설비
256630,엔에이치스팩10호,금융 지원 서비스업,기업인수합병
083310,엘오티베큠,특수 목적용 기계 제조업,반도체제조용진공펌프
037950,엘컴텍,전자부품 제조업,"BLU(Back Light Unit), CCM(Compact Camera Module), Display용 EL"
097520,엠씨넥스,영상 및 음향기기 제조업,휴대폰용자동차용 카메라모듈
082210,옵트론텍,사진장비 및 광학기기 제조업,"IRFilter,Grating"
153710,옵티팜,의료용품 및 기타 의약 관련제품 제조업,"옵티케어, 메디피그 등"
153490,우리이앤엘,반도체 제조업,LED 패키지
066590,우수AMS,자동차 신품 부품 제조업,"엔진, 조향 및 기아변속기 부품"
192390,윈하이텍,"구조용 금속제품, 탱크 및 증기발생기 제조업",데크 플레이트(건설용거푸집)
089850,유비벨록스,소프트웨어 개발 및 공급업,"모바일플랫폼 및 모바일솔루션, 스마트카드 등"
272290,이녹스첨단소재,전자부품 제조업,"FPCB소재, 반도체 및 디스플레이 소재"
053350,이니텍,소프트웨어 개발 및 공급업,정보보안 및 인증솔루션
065440,이루온,소프트웨어 개발 및 공급업,이동통신 핵심망 및 서비스망 솔루션 개발 공급
058450,일야,통신 및 방송 장비 제조업,"컴퓨터, 복사기 등의 부품"
045510,정원엔시스,"컴퓨터 프로그래밍, 시스템 통합 및 관리업","SI(시스템통합) 관련 소프트웨어, 중.대형 고속 레이져 프린터"
065620,제낙스,1차 철강 제조업,"2차전지,금속섬유,스테인레스 와이어"
072520,제넨바이오,전자부품 제조업,휴대폰윈도우
122310,제노레이,의료용 기기 제조업,의료용 방사선 진단기기
187420,제노포커스,기초 의약물질 및 생물학적 제제 제조업,산업용 효소
159580,제로투세븐,생활용품 도매업,유아동복 및 용품
033100,제룡전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","송배전용금구류,변압기"
033320,제이씨현시스템,기계장비 및 관련 물품 도매업,"메인보드, 그래픽카드"
082270,젬백스,특수 목적용 기계 제조업,"ChemicalAirFilter,GasScrubber"
043610,지니뮤직,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",유무선 음악포털서비스
114570,지스마트글로벌,반도체 제조업,CMOS 이미지센서
066360,체리부로,"도축, 육류 가공 및 저장 처리업","육계, 사료"
047820,초록뱀,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송프로그램 제작 및 공급
043290,케이맥,특수 목적용 기계 제조업,"FPD, 반도체 공정용 검사장비 및 바이오/의료진단기기, Lab용 분석기기"
093320,케이아이엔엑스,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷연동서비스 등
073010,케이에스피,일반 목적용 기계 제조업,"선박용엔진밸브,형단조품"
105330,케이엔더블유,전자부품 제조업,"Blanket, DOF, 보호필름"
036690,코맥스,통신 및 방송 장비 제조업,"홈네트워크시스템,CCTV 방송설비"
089890,코세스,특수 목적용 기계 제조업,반도체SolderBall부착장비등
241710,코스메카코리아,기타 화학제품 제조업,"화장품 OEM, ODM"
029960,코엔텍,폐기물 처리업,산업폐기물 소각/매립처리
052330,코텍,영상 및 음향기기 제조업,"Touch Screen Monitor, 산업용 CRT Monitor"
115180,큐리언트,자연과학 및 공학 연구개발업,저분자 혁신신약
016600,큐캐피탈,기타 금융업,벤처투자
900250,크리스탈신소재,기타 금융업,"합성운모 플레이크, 파우더, 테이프"
104480,티케이케미칼,화학섬유 제조업,"수지, 폴리에스터, 스판덱스"
081150,티플랙스,기타 금속 가공제품 제조업,"스텐레스봉,판(열간제품) 제조,도매"
043090,팜스웰바이오,기타 전문 도매업,"바이오리엑터(Bioreactor, 생물반응기)"
027710,팜스토리,동물용 사료 및 조제식품 제조업,사료
060900,퍼시픽바이오,석유 정제품 제조업,석유 정제품 제조업
023900,풍국주정,알코올음료 제조업,발효주정
051380,피씨디렉트,기계장비 및 관련 물품 도매업,"스토리지(HDD), 프로세서(CPU), Memory, Monitor등"
241820,피씨엘,의료용품 및 기타 의약 관련제품 제조업,"다중 체외진단 제품, 플랫폼서비스"
031980,피에스케이,특수 목적용 기계 제조업,감광액제거기
087600,픽셀플러스,전자부품 제조업,CMOS 이미지센서 및 칩셋
066130,하츠,가정용 기기 제조업,"레인지후드, 빌트인 기기 등"
271740,한국제5호스팩,금융 지원 서비스업,기업인수합병
054040,한국컴퓨터,전자부품 제조업,LCD Module용 부품
050540,한국코퍼레이션,기타 사업지원 서비스업,"CRM서비스,CRM솔루션"
005860,한일사료,동물용 사료 및 조제식품 제조업,배합사료
054920,한컴시큐어,소프트웨어 개발 및 공급업,전자상거래 보안 솔루션
097870,효성오앤비,"비료, 농약 및 살균, 살충제 제조업","혼합유박비료,유기복합비료,혼합유기질비료"
060310,3S,특수 목적용 기계 제조업,반도체 웨이퍼 캐리어
035760,CJ ENM,텔레비전 방송업,"의류, 생활주방, 가전제품, 보석, 기타"
023460,CNH,신탁업 및 집합투자업,투자자문
068790,DMS,특수 목적용 기계 제조업,LCD 제조장비
060720,KH바텍,전자부품 제조업,"휴대폰부품(SHIELD, BRACKET)"
052900,KMH하이텍,플라스틱제품 제조업,TRAY(반도체Packing재료)
065150,MP그룹,음·식료품 및 담배 도매업,외식 프랜차이즈사업 및 식자재 유통
040610,SG&G,자동차 신품 부품 제조업,생활정보신문
049470,SGA,소프트웨어 개발 및 공급업,"산업용컴퓨터 제조, 판매"
048770,TPC,일반 목적용 기계 제조업,"구동기기(실린더), 방향제어기(밸브)"
078890,가온미디어,통신 및 방송 장비 제조업,디지털셋톱박스
217730,강스템바이오텍,기초 의약물질 및 생물학적 제제 제조업,줄기세포치료제
011040,경동제약,의약품 제조업,"로사졸정, 시사프렌정, 디로핀정, 타론정.주"
098460,고영,특수 목적용 기계 제조업,전자제품및반도체생산용 3차원 납도포검사장비
090150,광진윈텍,자동차 신품 부품 제조업,시트히터
066620,국보디자인,실내건축 및 건축마무리 공사업,인테리어디자인
078130,국일제지,기타 종이 및 판지 제품 제조업,"산업용 및 가정용 지류(강판간지, 다공지 등)"
019010,그랜드백화점,종합 소매업,"백화점, 할인점"
900070,글로벌에스엠,기타 금융업,"자회사 제품 : IT기기용 정밀 화스너부품(스크류, 샤프트, 스프링)"
036800,나이스정보통신,전기 통신업,카드 VAN사업
091590,남화토건,건물 건설업,"건축공사, 토목공사"
095660,네오위즈,소프트웨어 개발 및 공급업,"피망,스페셜포스"
153460,네이블커뮤니케이션즈,소프트웨어 개발 및 공급업,"유무선융합 인프라, 클라이언트 및 All-IP 통신보안"
087730,네패스신소재,합성고무 및 플라스틱 물질 제조업,반도체용EMC(EpoxyMoldingCompound)
285490,노바텍,그외 기타 제품 제조업,"Magnet, Shield Magnet, 심재"
065560,녹원씨엔아이,기타 전문 도매업,산업용필터
060260,뉴보텍,플라스틱제품 제조업,"고강성 PVC DC, HDPE 등"
064260,다날,소프트웨어 개발 및 공급업,모바일콘텐츠 및 유무선전화결제
093640,다믈멀티미디어,반도체 제조업,멀티미디어반도체
032190,다우데이타,기계장비 및 관련 물품 도매업,"NT SERVER, PC SERVER, 바이러스 백신프로그램, 그래픽 프로그램등"
008830,대동기어,특수 목적용 기계 제조업,"기어, 베벨기어, 축, 엑셀, T/M, 유성감속기, 기타조립품"
007680,대원,건물 건설업,아파트 시행 및 시공
048910,대원미디어,기타 전문 도매업,"캐릭터 사업, 만화영화 제작"
192080,더블유게임즈,소프트웨어 개발 및 공급업,온라인·모바일 게임(더블유카지노)
100130,동국S&C,"구조용 금속제품, 탱크 및 증기발생기 제조업",Wind-Tower
041930,동아화성,고무제품 제조업,자동차용 고무부품
228340,동양파일,"시멘트, 석회, 플라스터 및 그 제품 제조업",PHC파일
263720,디앤씨미디어,"서적, 잡지 및 기타 인쇄물 출판업",웹소설 콘텐츠
106520,디지탈옵틱,사진장비 및 광학기기 제조업,휴대폰 및 차량용 카메라렌즈
