Date,Close,Open,High,Low,Volume,Change
2015-08-18,235.2,236.69,236.95,234.98,78970.0,-0.0007000000000000001
2015-08-19,234.27,235.49,236.22,232.47,104790.0,-0.004
2015-08-20,231.59,233.28,233.55,231.16,78670.0,-0.011399999999999999
2015-08-21,227.14,226.06,228.53,225.18,104150.0,-0.0192
2015-08-24,221.53,225.16,226.58,217.52,116370.0,-0.024700000000000003
2015-08-25,223.07,222.56,225.69,218.6,140960.0,0.006999999999999999
2015-08-26,227.71,222.49,228.14,221.3,139390.0,0.0208
2015-08-27,228.94,229.78,230.34,228.11,107370.0,0.0054
2015-08-28,232.35,231.81,232.55,231.1,101460.0,0.0149
2015-08-31,232.8,231.56,232.8,230.53,97990.0,0.0019
2015-09-01,229.55,231.86,232.5,229.51,77920.0,-0.013999999999999999
2015-09-02,229.91,226.36,230.71,226.03,79280.0,0.0016
2015-09-03,230.4,231.52,231.77,229.58,73800.0,0.0021
2015-09-04,227.9,231.23,231.38,227.11,67220.0,-0.0109
2015-09-07,227.31,227.53,228.71,226.13,58980.0,-0.0026
2015-09-08,227.76,227.97,228.61,226.61,82250.0,0.002
2015-09-09,234.4,230.54,234.4,230.5,82870.0,0.0292
2015-09-10,237.18,232.34,237.18,231.96,95430.0,0.011899999999999999
2015-09-11,233.74,234.52,235.54,233.61,65040.00000000001,-0.014499999999999999
2015-09-14,233.06,234.45,234.56,231.65,60760.0,-0.0029
2015-09-15,233.59,232.91,233.91,232.49,55630.0,0.0023
2015-09-16,238.78,234.89,239.29,234.77,89240.0,0.0222
2015-09-17,239.29,240.35,240.35,238.51,85410.0,0.0021
2015-09-18,241.12,239.01,241.3,236.93,84510.0,0.0076
2015-09-21,236.72,238.06,239.11,236.3,52060.0,-0.0182
2015-09-22,238.68,237.84,239.05,236.74,62130.0,0.0083
2015-09-23,234.26,235.85,237.02,234.25,71150.0,-0.018500000000000003
2015-09-24,234.26,235.65,235.96,233.9,56940.0,0.0
2015-09-25,233.79,234.48,234.99,232.66,53230.0,-0.002
2015-09-30,236.71,230.45,236.73,230.34,76010.0,0.0125
2015-10-01,238.62,236.6,239.61,235.83,62050.0,0.008100000000000001
2015-10-02,237.15,238.39,239.17,237.15,65099.99999999999,-0.0062
2015-10-05,237.98,238.45,240.14,237.61,63860.0,0.0034999999999999996
2015-10-06,240.18,240.28,240.58,239.1,66710.0,0.0092
2015-10-07,243.52,241.14,243.6,241.13,63800.0,0.0139
2015-10-08,246.02,244.82,246.02,243.25,74520.0,0.0103
2015-10-12,246.49,246.16,247.49,245.29,104490.0,0.0019
2015-10-13,246.04,246.22,247.04,245.1,71240.0,-0.0018
2015-10-14,244.94,245.43,245.74,243.91,69340.0,-0.0045000000000000005
2015-10-15,247.89,244.82,248.53,244.69,70560.0,0.012
2015-10-16,247.37,248.34,248.35,246.71,66050.0,-0.0021
2015-10-19,247.47,247.49,248.19,246.44,54640.0,0.0004
2015-10-20,248.53,247.57,248.72,247.07,78290.0,0.0043
2015-10-21,249.25,248.4,250.59,247.93,83570.0,0.0029
2015-10-22,247.22,249.04,249.43,246.69,89010.0,-0.008100000000000001
2015-10-23,249.41,249.82,251.32,248.97,80980.0,0.0089
2015-10-26,250.36,250.58,250.63,249.38,67720.0,0.0038
2015-10-27,250.04,249.52,250.18,248.71,64319.99999999999,-0.0013
2015-10-28,249.79,250.03,250.03,248.33,87710.0,-0.001
2015-10-29,248.93,251.19,253.41,248.85,138190.0,-0.0034000000000000002
2015-10-30,249.41,249.2,250.87,248.83,76800.0,0.0019
2015-11-02,250.6,249.86,250.66,249.33,61870.0,0.0048
2015-11-03,252.12,251.44,252.94,251.33,92480.0,0.0060999999999999995
2015-11-04,252.33,252.74,253.22,251.11,60770.0,0.0008
2015-11-05,251.79,251.77,252.13,250.58,60050.0,-0.0021
2015-11-06,250.25,251.53,252.05,249.8,76270.0,-0.0060999999999999995
2015-11-09,249.21,249.87,250.01,248.29,75320.0,-0.0042
2015-11-10,245.86,247.77,247.84,244.94,77450.0,-0.0134
2015-11-11,245.86,245.47,246.65,244.13,64209.99999999999,0.0
2015-11-12,245.14,245.73,245.97,245.0,49480.0,-0.0029
2015-11-13,242.71,243.16,243.98,242.56,59940.0,-0.009899999999999999
2015-11-16,238.87,239.41,240.81,238.84,98790.0,-0.0158
2015-11-17,241.26,241.99,242.93,240.93,62910.0,0.01
2015-11-18,241.44,241.76,242.65,241.16,80100.0,0.0007000000000000001
2015-11-19,244.79,243.1,244.79,242.54,73730.0,0.0139
2015-11-20,244.8,244.74,245.5,244.31,97650.0,0.0
2015-11-23,245.92,245.48,246.86,244.94,69100.0,0.0046
2015-11-24,247.51,245.96,248.05,245.77,69430.0,0.006500000000000001
2015-11-25,246.58,247.79,247.85,246.45,70520.0,-0.0038
2015-11-26,249.43,247.21,249.91,247.21,84300.0,0.0116
2015-11-27,249.07,250.46,250.6,248.93,66680.0,-0.0014000000000000002
2015-11-30,244.24,248.3,248.4,243.85,117530.0,-0.0194
2015-12-01,248.7,245.47,249.08,245.39,61340.0,0.0183
2015-12-02,246.6,248.9,249.0,246.6,55560.0,-0.0084
2015-12-03,244.68,245.46,245.49,243.12,49720.0,-0.0078000000000000005
2015-12-04,242.15,241.86,243.31,241.64,47980.0,-0.0103
2015-12-07,240.68,243.76,243.81,240.67,48480.0,-0.0060999999999999995
2015-12-08,239.23,240.86,241.77,239.19,63310.0,-0.006
2015-12-09,239.4,239.59,240.3,238.67,65349.99999999999,0.0007000000000000001
2015-12-10,240.6,239.28,241.31,238.99,81180.0,0.005
2015-12-11,240.35,240.65,241.83,239.78,61340.0,-0.001
2015-12-14,238.17,237.55,238.49,236.94,72620.0,-0.0091
2015-12-15,238.8,239.13,239.54,237.98,54290.0,0.0026
2015-12-16,243.49,240.89,244.37,240.82,66770.0,0.0196
2015-12-17,244.17,245.2,245.69,242.77,63270.0,0.0028000000000000004
2015-12-18,243.0,241.71,244.14,241.42,61140.0,-0.0048
2015-12-21,243.76,243.01,244.69,242.01,53530.0,0.0031
2015-12-22,245.48,244.06,245.51,242.58,69970.0,0.0070999999999999995
2015-12-23,246.53,245.64,247.49,244.97,68710.0,0.0043
2015-12-24,245.33,247.81,247.96,245.33,58780.0,-0.0049
2015-12-28,241.79,245.38,245.51,241.79,66380.0,-0.0144
2015-12-29,241.22,240.69,241.61,238.9,61630.0,-0.0024
2015-12-30,240.38,242.13,242.42,240.03,67550.0,-0.0034999999999999996
2016-01-04,234.63,239.3,239.35,234.63,68180.0,-0.0239
2016-01-05,236.13,233.96,237.25,233.96,67020.0,0.0064
2016-01-06,234.6,236.48,236.48,233.27,89010.0,-0.006500000000000001
2016-01-07,231.93,233.23,234.54,231.52,88010.0,-0.011399999999999999
2016-01-08,233.68,230.4,233.78,229.91,117160.0,0.0075
2016-01-11,230.83,230.77,232.27,230.34,76830.0,-0.012199999999999999
2016-01-12,230.55,232.45,232.85,230.25,72240.0,-0.0012
2016-01-13,233.52,232.24,234.26,231.89,71910.0,0.0129
2016-01-14,231.38,230.68,231.52,229.41,78140.0,-0.0092
2016-01-15,228.78,233.38,233.76,228.01,96870.0,-0.011200000000000002
2016-01-18,228.59,225.56,229.16,225.33,79300.0,-0.0008
2016-01-19,230.08,228.79,230.12,227.03,80140.0,0.006500000000000001
2016-01-20,224.54,229.29,229.3,222.92,121080.0,-0.0241
2016-01-21,223.81,224.83,226.61,223.81,145370.0,-0.0033
2016-01-22,228.79,226.35,228.79,226.31,115530.0,0.0223
2016-01-25,230.21,229.98,231.37,228.99,75660.0,0.0062
2016-01-26,227.19,228.66,229.06,226.16,89530.0,-0.0131
2016-01-27,230.96,229.19,231.13,228.83,92890.0,0.0166
2016-01-28,231.51,229.07,231.62,228.02,131300.0,0.0024
2016-01-29,232.1,230.97,232.1,228.8,107900.0,0.0025
2016-02-01,233.67,232.87,233.84,232.13,106260.0,0.0068000000000000005
2016-02-02,231.1,232.27,232.95,231.05,87260.0,-0.011000000000000001
2016-02-03,228.97,229.29,229.36,227.77,77800.0,-0.0092
2016-02-04,232.91,230.3,232.94,230.12,84730.0,0.0172
2016-02-05,233.3,232.73,233.93,232.27,90040.0,0.0017000000000000001
2016-02-11,226.7,227.77,228.35,226.26,83570.0,-0.028300000000000002
2016-02-12,224.98,225.5,226.63,223.37,122060.0,-0.0076
2016-02-15,228.4,227.84,228.81,226.86,82000.0,0.0152
2016-02-16,231.52,229.26,232.13,228.87,76710.0,0.0137
2016-02-17,231.94,231.66,233.3,230.87,95030.0,0.0018
2016-02-18,234.74,235.08,235.11,233.52,81410.0,0.0121
2016-02-19,235.27,234.11,235.31,233.47,74340.0,0.0023
2016-02-22,234.95,234.58,235.73,233.78,59590.0,-0.0014000000000000002
2016-02-23,235.03,236.54,236.67,234.42,70240.0,0.0003
2016-02-24,234.91,234.3,235.58,233.96,70370.0,-0.0005
2016-02-25,235.37,235.57,236.91,233.87,73320.0,0.002
2016-02-26,235.22,236.39,236.46,234.86,77670.0,-0.0006
2016-02-29,234.63,235.4,236.28,234.63,80360.0,-0.0025
2016-03-02,238.63,238.45,239.08,238.08,108550.0,0.017
2016-03-03,240.09,240.2,240.2,238.68,111240.0,0.0060999999999999995
2016-03-04,239.74,239.84,240.31,238.93,116640.0,-0.0015
2016-03-07,240.21,240.47,240.91,239.84,134370.0,0.002
2016-03-08,238.44,240.27,240.27,237.32,119590.0,-0.0074
2016-03-09,239.13,237.64,239.13,237.21,76740.0,0.0029
2016-03-10,241.43,239.91,242.51,239.47,84240.0,0.0096
2016-03-11,241.97,241.29,242.62,241.17,60920.0,0.0022
2016-03-14,242.15,243.9,243.94,241.93,73870.0,0.0007000000000000001
2016-03-15,241.83,242.47,243.0,241.28,67440.0,-0.0013
2016-03-16,242.35,242.04,243.43,241.63,73420.0,0.0022
2016-03-17,244.09,243.65,245.84,243.58,88890.0,0.0072
2016-03-18,244.63,245.25,245.27,243.72,77050.0,0.0022
2016-03-21,244.28,245.44,245.95,243.2,72830.0,-0.0014000000000000002
2016-03-22,245.41,244.75,245.41,244.06,73840.0,0.0046
2016-03-23,245.23,245.33,246.18,244.45,72960.0,-0.0007000000000000001
2016-03-24,244.08,244.3,245.0,243.31,74740.0,-0.004699999999999999
2016-03-25,243.79,244.61,244.65,243.33,73170.0,-0.0012
2016-03-28,243.95,243.86,244.96,243.66,104250.0,0.0007000000000000001
2016-03-29,245.53,244.55,245.88,244.11,103640.0,0.006500000000000001
2016-03-30,246.54,246.98,247.58,246.07,103090.0,0.0040999999999999995
2016-03-31,245.86,246.95,247.26,244.55,89220.0,-0.0028000000000000004
2016-04-01,242.36,245.59,245.66,241.82,157190.0,-0.014199999999999999
2016-04-04,243.05,242.38,243.06,241.73,68620.0,0.0028000000000000004
2016-04-05,240.58,242.1,242.25,240.28,63930.0,-0.0102
2016-04-06,241.99,240.85,242.59,240.65,103090.0,0.0059
2016-04-07,242.29,243.05,243.27,241.03,138880.0,0.0012
2016-04-08,241.77,240.59,241.84,239.57,117360.0,-0.0021
2016-04-11,242.06,241.79,242.29,240.65,89460.0,0.0012
2016-04-12,243.71,242.05,243.94,241.72,102080.0,0.0068000000000000005
2016-04-14,248.89,247.01,248.9,246.76,136900.0,0.0213
2016-04-15,248.53,248.47,249.03,247.68,99580.0,-0.0014000000000000002
2016-04-18,248.0,246.7,248.04,246.32,82380.0,-0.0021
2016-04-19,247.88,248.67,249.34,247.49,99750.0,-0.0005
2016-04-20,247.26,248.63,249.56,247.26,93350.0,-0.0025
2016-04-21,249.39,248.45,249.5,247.92,87880.0,0.0086
2016-04-22,248.32,248.44,248.86,247.74,105790.0,-0.0043
2016-04-25,248.13,248.33,248.45,247.08,129120.0,-0.0008
2016-04-26,248.92,247.81,249.22,247.7,134480.0,0.0032
2016-04-27,248.69,248.87,249.09,248.28,163100.0,-0.0009
2016-04-28,246.27,249.42,249.52,245.91,108540.0,-0.0097
2016-04-29,245.2,245.9,246.01,243.89,104340.0,-0.0043
2016-05-02,243.47,244.86,244.88,243.27,78970.0,-0.0070999999999999995
2016-05-03,244.29,244.88,244.9,243.48,71150.0,0.0034000000000000002
2016-05-04,243.31,243.29,243.85,242.23,110860.0,-0.004
2016-05-09,242.23,242.84,243.11,241.63,98230.0,-0.0044
2016-05-10,243.68,241.97,243.68,241.77,114280.0,0.006
2016-05-11,243.07,244.39,244.39,241.99,87900.0,-0.0025
2016-05-12,242.34,242.23,243.12,241.66,81720.0,-0.003
2016-05-13,240.6,242.61,242.73,240.03,74190.0,-0.0072
2016-05-16,240.82,240.01,241.32,240.01,97140.0,0.0009
2016-05-17,241.03,241.67,241.81,240.26,71720.0,0.0009
2016-05-18,239.82,240.32,240.46,238.14,103980.0,-0.005
2016-05-19,239.04,239.45,239.68,238.47,103130.0,-0.0033
2016-05-20,238.74,238.67,239.59,238.23,65910.0,-0.0013
2016-05-23,239.85,239.6,240.08,237.81,57830.0,0.0046
2016-05-24,237.65,239.28,239.48,237.65,89470.0,-0.0092
2016-05-25,240.91,239.68,241.45,239.28,91190.0,0.0137
2016-05-26,240.58,241.56,242.05,240.45,130280.0,-0.0014000000000000002
2016-05-27,241.85,241.25,242.41,240.74,92230.0,0.0053
2016-05-30,241.73,241.94,242.07,240.41,67450.0,-0.0005
2016-05-31,243.63,241.03,243.84,240.36,117970.0,0.0079
2016-06-01,243.58,242.7,244.19,242.48,78840.0,-0.0002
2016-06-02,244.18,243.88,244.66,243.31,78950.0,0.0025
2016-06-03,244.39,244.94,244.94,243.67,86350.0,0.0009
2016-06-07,247.85,245.55,247.86,245.54,79440.0,0.014199999999999999
2016-06-08,250.04,248.24,250.04,247.68,90730.0,0.0088
2016-06-09,250.19,250.19,251.51,248.46,138770.0,0.0006
2016-06-10,248.96,249.86,249.86,248.63,89450.0,-0.0049
2016-06-13,244.05,246.74,246.96,243.7,79110.0,-0.0197
2016-06-14,243.35,243.79,244.46,242.36,107840.0,-0.0029
2016-06-15,243.3,243.41,244.16,242.19,84100.0,-0.0002
2016-06-16,241.61,243.66,244.0,240.52,83310.0,-0.0069
2016-06-17,241.63,243.35,244.02,241.32,77330.0,0.0001
2016-06-20,245.17,244.44,245.63,243.74,75090.0,0.0147
2016-06-21,245.34,244.6,245.5,243.99,58400.0,0.0007000000000000001
2016-06-22,246.75,245.17,247.03,244.79,65850.0,0.005699999999999999
2016-06-23,246.31,246.42,246.81,245.64,65980.0,-0.0018
2016-06-24,239.21,248.23,248.27,234.97,190030.0,-0.0288
2016-06-27,239.28,236.79,239.28,236.68,95450.0,0.0003
2016-06-28,240.08,236.78,240.46,236.73,79650.0,0.0033
2016-06-29,242.32,241.29,243.71,240.68,67360.0,0.009300000000000001
2016-06-30,244.14,244.25,244.48,242.52,75450.0,0.0075
2016-07-01,246.52,244.96,247.57,244.78,63050.0,0.0097
2016-07-04,247.62,246.66,247.94,246.16,63630.0,0.0045000000000000005
